,Year,Rnd,Pick,Player,Pos,DrAge,Tm,From,To,AP1,PB,St,CarAV,G,GS,Att,Yds,TD,Rec,Yds.1,TD.1,College/Univ,PFR_URL,Height,Weight
860,1992,6,143,Rico Smith,WR,23.0,CLE,1992.0,1995.0,0,0,0,4.0,29.0,8.0,,,,24.0,353.0,1.0,Colorado,http://www.pro-football-reference.com/players/S/SmitRi00.htm,72,185
862,1992,6,160,Jeff Sydner,WR,22.0,PHI,1992.0,1995.0,0,0,0,0.0,41.0,0.0,,,,3.0,52.0,0.0,Hawaii,http://www.pro-football-reference.com/players/S/SyndJe00.htm,66,177
869,1992,8,202,Eric Blount,WR,21.0,PHO,1992.0,1993.0,0,0,0,1.0,10.0,0.0,6.0,27.0,1.0,8.0,54.0,0.0,North Carolina,http://www.pro-football-reference.com/players/B/BlouEr00.htm,69,192
871,1992,9,225,Eddie Miller,WR,23.0,IND,1992.0,1993.0,0,0,0,0.0,15.0,0.0,,,,,,,South Carolina,http://www.pro-football-reference.com/players/M/MillEd21.htm,72,185
872,1992,9,231,Johnnie Barnes,WR,24.0,SDG,1992.0,1995.0,0,0,0,2.0,29.0,0.0,,,,14.0,191.0,0.0,Hampton,http://www.pro-football-reference.com/players/B/BarnJo00.htm,73,185
873,1992,9,237,Ronnie West,WR,24.0,MIN,1992.0,1992.0,0,0,0,0.0,12.0,0.0,,,,,,,Pittsburg St.,http://www.pro-football-reference.com/players/W/WestRo20.htm,73,215
874,1992,9,239,Tyrone Williams,WR,22.0,PHO,1993.0,1993.0,0,0,0,0.0,5.0,0.0,,,,1.0,25.0,0.0,West. Ontario,http://www.pro-football-reference.com/players/W/WillTy22.htm,77,220
875,1992,9,251,Chris Walsh,WR,23.0,BUF,1992.0,2002.0,0,0,0,7.0,139.0,4.0,,,,67.0,719.0,4.0,Stanford,http://www.pro-football-reference.com/players/W/WalsCh00.htm,73,194
877,1992,10,276,Marcus Dowdell,WR,22.0,NOR,1992.0,1996.0,0,0,0,4.0,41.0,1.0,,,,37.0,466.0,3.0,Tennessee St.,http://www.pro-football-reference.com/players/D/DowdMa00.htm,70,179
878,1992,10,279,Barry Rose,WR,24.0,BUF,1993.0,1993.0,0,0,0,0.0,3.0,0.0,,,,,,,Wisconsin–Stevens Point,http://www.pro-football-reference.com/players/R/RoseBa20.htm,72,185
881,1992,11,292,Nate Singleton,WR,24.0,NYG,1993.0,1997.0,0,0,0,7.0,44.0,3.0,,,,38.0,539.0,4.0,Grambling St.,http://www.pro-football-reference.com/players/S/SingNa00.htm,71,190
885,1992,11,305,Cedric Tillman,WR,22.0,DEN,1992.0,1995.0,0,0,0,10.0,52.0,10.0,,,,87.0,1227.0,7.0,Alcorn St.,http://www.pro-football-reference.com/players/T/TillCe00.htm,74,204
888,1992,12,323,Charles Swann,WR,21.0,NYG,1994.0,1994.0,0,0,0,0.0,13.0,0.0,,,,,,,Indiana St.,http://www.pro-football-reference.com/players/S/SwanCh20.htm,73,188
890,1992,12,334,John Granby,WR,23.0,DEN,1992.0,1992.0,0,0,0,0.0,4.0,1.0,,,,,,,Virginia Tech,http://www.pro-football-reference.com/players/G/GranJo20.htm,73,200
891,1991,1,10,Herman Moore,WR,21.0,DET,1991.0,2002.0,3,4,8,80.0,146.0,122.0,,,,670.0,9174.0,62.0,Virginia,http://www.pro-football-reference.com/players/M/MoorHe00.htm,76,210
892,1991,1,12,Alvin Harper,WR,23.0,DAL,1991.0,1999.0,0,0,4,36.0,102.0,66.0,1.0,15.0,0.0,191.0,3473.0,21.0,Tennessee,http://www.pro-football-reference.com/players/H/HarpAl00.htm,75,210
893,1991,1,13,Mike Pritchard,WR,21.0,ATL,1991.0,1999.0,0,0,6,42.0,127.0,94.0,17.0,102.0,0.0,422.0,5187.0,26.0,Colorado,http://www.pro-football-reference.com/players/P/PritMi00.htm,70,188
894,1991,1,23,Randal Hill,WR,21.0,MIA,1991.0,1997.0,0,0,3,27.0,103.0,60.0,2.0,15.0,0.0,262.0,3849.0,14.0,Miami (FL),http://www.pro-football-reference.com/players/H/HillRa00.htm,70,180
895,1991,2,42,Wesley Carroll,WR,24.0,NOR,1991.0,1993.0,0,0,0,6.0,40.0,5.0,,,,42.0,557.0,3.0,Miami (FL),http://www.pro-football-reference.com/players/C/CarrWe00.htm,72,183
896,1991,2,46,Jeff Graham,WR,22.0,PIT,1991.0,2001.0,0,0,8,59.0,160.0,129.0,,,,542.0,8172.0,30.0,Ohio St.,http://www.pro-football-reference.com/players/G/GrahJe00.htm,74,200
897,1991,2,51,Doug Thomas,WR,21.0,SEA,1991.0,1993.0,0,0,0,1.0,39.0,4.0,4.0,11.0,0.0,22.0,207.0,0.0,Clemson,http://www.pro-football-reference.com/players/T/ThomDo00.htm,70,178
898,1991,3,58,Reggie Barrett,WR,22.0,DET,1991.0,1992.0,0,0,0,1.0,10.0,6.0,,,,4.0,67.0,1.0,Texas-El Paso,http://www.pro-football-reference.com/players/B/BarrRe00.htm,75,214
899,1991,3,66,Lawrence Dawsey,WR,23.0,TAM,1991.0,1999.0,0,0,3,24.0,83.0,45.0,1.0,9.0,1.0,240.0,3271.0,6.0,Florida St.,http://www.pro-football-reference.com/players/D/DawsLa00.htm,72,192
900,1991,3,68,Jake Reed,WR,23.0,MIN,1991.0,2002.0,0,0,6,53.0,155.0,91.0,,,,450.0,6999.0,36.0,Grambling St.,http://www.pro-football-reference.com/players/R/ReedJa00.htm,75,216
901,1991,3,73,Ernie Mills,WR,22.0,PIT,1991.0,1999.0,0,0,0,24.0,118.0,40.0,18.0,121.0,0.0,196.0,2934.0,20.0,Florida,http://www.pro-football-reference.com/players/M/MillEr00.htm,71,192
902,1991,3,74,David Daniels,WR,21.0,SEA,1991.0,1992.0,0,0,0,1.0,29.0,1.0,,,,9.0,137.0,0.0,Penn St.,http://www.pro-football-reference.com/players/D/DaniDa00.htm,73,190
903,1991,3,77,Tim Barnett,WR,23.0,KAN,1991.0,1993.0,0,0,1,14.0,44.0,11.0,1.0,3.0,0.0,82.0,1188.0,10.0,Jackson St.,http://www.pro-football-reference.com/players/B/BarnTi00.htm,73,209
904,1991,3,83,Ed McCaffrey,WR,23.0,NYG,1991.0,2003.0,0,1,5,66.0,185.0,109.0,3.0,21.0,0.0,565.0,7422.0,55.0,Stanford,http://www.pro-football-reference.com/players/M/McCaEd00.htm,77,215
905,1991,4,89,Derek Russell,WR,22.0,DEN,1991.0,1997.0,0,0,2,22.0,88.0,47.0,1.0,6.0,0.0,172.0,2401.0,8.0,Arkansas,http://www.pro-football-reference.com/players/R/RussDe00.htm,72,195
906,1991,4,90,Yancey Thigpen,WR,22.0,SDG,1991.0,2000.0,0,2,4,46.0,112.0,58.0,2.0,4.0,0.0,313.0,5081.0,30.0,Winston-Salem St.,http://www.pro-football-reference.com/players/T/ThigYa00.htm,73,208
907,1991,4,100,Rocket Ismail,WR,21.0,RAI,1993.0,2001.0,0,0,5,44.0,126.0,73.0,58.0,423.0,2.0,363.0,5295.0,28.0,Notre Dame,http://www.pro-football-reference.com/players/I/IsmaRa00.htm,71,180
908,1991,4,109,Rob Carpenter,WR,23.0,CIN,1991.0,1995.0,0,0,0,5.0,60.0,5.0,1.0,2.0,0.0,51.0,607.0,1.0,Syracuse,http://www.pro-football-reference.com/players/C/CarpRo00.htm,74,190
909,1991,5,129,Gary Wellman,WR,24.0,HOU,1992.0,1994.0,0,0,0,5.0,28.0,3.0,3.0,3.0,0.0,41.0,542.0,1.0,USC,http://www.pro-football-reference.com/players/W/WellGa00.htm,69,170
910,1991,5,134,Anthony Morgan,WR,23.0,CHI,1991.0,1996.0,0,0,0,13.0,64.0,14.0,6.0,86.0,0.0,87.0,1283.0,12.0,Tennessee,http://www.pro-football-reference.com/players/M/MorgAn00.htm,73,200
911,1991,6,141,Michael Jackson,WR,22.0,CLE,1991.0,1998.0,0,0,7,43.0,114.0,92.0,2.0,22.0,0.0,353.0,5393.0,46.0,Southern Miss,http://www.pro-football-reference.com/players/J/JackMi00.htm,76,195
915,1991,8,221,Tony Hargain,WR,23.0,SFO,1992.0,1992.0,0,0,0,2.0,12.0,0.0,,,,17.0,205.0,0.0,Oregon,http://www.pro-football-reference.com/players/H/HargTo00.htm,72,194
916,1991,8,222,Brad Lamb,WR,23.0,BUF,1992.0,1993.0,0,0,0,2.0,8.0,0.0,,,,7.0,139.0,0.0,Anderson (IN),http://www.pro-football-reference.com/players/L/LambBr00.htm,70,171
918,1991,9,235,Damon Mays,WR,23.0,DAL,1992.0,1993.0,0,0,0,0.0,2.0,0.0,,,,,,,Missouri,http://www.pro-football-reference.com/players/M/MaysDa20.htm,69,170
920,1991,9,240,Shawn Jefferson,WR,22.0,HOU,1991.0,2003.0,0,0,7,53.0,195.0,130.0,15.0,146.0,0.0,470.0,7023.0,29.0,Central Florida,http://www.pro-football-reference.com/players/J/JeffSh00.htm,71,185
921,1991,9,241,Shane Garrett,WR,23.0,CIN,1991.0,1991.0,0,0,0,0.0,4.0,0.0,,,,3.0,32.0,0.0,Texas A&M,http://www.pro-football-reference.com/players/G/GarrSh20.htm,71,185
922,1991,9,246,Scott Miller,WR,22.0,MIA,1991.0,1996.0,0,0,0,3.0,55.0,1.0,,,,21.0,274.0,1.0,UCLA,http://www.pro-football-reference.com/players/M/MillSc00.htm,71,181
928,1991,11,300,Bobby Olive,WR,22.0,KAN,1995.0,1996.0,0,0,0,0.0,2.0,0.0,,,,,,,Ohio St.,http://www.pro-football-reference.com/players/O/OlivBo20.htm,72,167
932,1991,12,325,Alex Johnson,WR,23.0,HOU,1991.0,1991.0,0,0,0,0.0,5.0,0.0,,,,,,,Miami (FL),http://www.pro-football-reference.com/players/J/JohnAl24.htm,69,167
933,1991,12,326,Keenan McCardell,WR,21.0,WAS,1992.0,2007.0,0,2,10,84.0,209.0,168.0,5.0,20.0,0.0,883.0,11373.0,63.0,UNLV,http://www.pro-football-reference.com/players/M/McCaKe00.htm,73,191
935,1990,2,26,Alexander Wright,WR,23.0,DAL,1990.0,1996.0,0,0,2,14.0,86.0,43.0,6.0,42.0,0.0,101.0,1597.0,10.0,Auburn,http://www.pro-football-reference.com/players/W/WrigAl00.htm,72,195
936,1990,2,28,Reggie Rembert,WR,23.0,NYJ,1991.0,1993.0,0,0,0,5.0,28.0,4.0,,,,36.0,437.0,1.0,West Virginia,http://www.pro-football-reference.com/players/R/RembRe00.htm,77,200
937,1990,2,50,Mike Bellamy,WR,24.0,PHI,1990.0,1990.0,0,0,0,0.0,6.0,0.0,,,,,,,Illinois,http://www.pro-football-reference.com/players/B/BellMi21.htm,73,195
938,1990,3,58,Ricky Proehl,WR,22.0,PHO,1990.0,2006.0,0,0,6,57.0,244.0,109.0,19.0,115.0,0.0,669.0,8878.0,54.0,Wake Forest,http://www.pro-football-reference.com/players/P/ProeRi00.htm,72,190
939,1990,3,68,Ron Lewis,WR,22.0,SFO,1990.0,1994.0,0,0,0,2.0,34.0,5.0,,,,27.0,325.0,0.0,Florida St.,http://www.pro-football-reference.com/players/L/LewiRo01.htm,71,185
940,1990,3,77,Fred Barnett,WR,24.0,PHI,1990.0,1997.0,0,1,6,44.0,96.0,88.0,4.0,-2.0,0.0,361.0,5362.0,32.0,Arkansas St.,http://www.pro-football-reference.com/players/B/BarnFr00.htm,72,204
941,1990,3,80,Greg McMurtry,WR,22.0,NWE,1990.0,1994.0,0,0,2,10.0,67.0,44.0,2.0,3.0,0.0,128.0,1631.0,5.0,Michigan,http://www.pro-football-reference.com/players/M/McMuGr00.htm,74,207
942,1990,4,83,Stacey Simmons,WR,22.0,IND,1990.0,1990.0,0,0,0,0.0,14.0,1.0,,,,4.0,33.0,0.0,Florida,http://www.pro-football-reference.com/players/S/SimmSt20.htm,69,183
944,1990,4,96,Fred Jones,WR,23.0,KAN,1990.0,1993.0,0,0,0,5.0,41.0,5.0,6.0,33.0,0.0,36.0,466.0,0.0,Grambling St.,http://www.pro-football-reference.com/players/J/JoneFr01.htm,69,175
945,1990,4,97,Chris Calloway,WR,22.0,PIT,1990.0,2000.0,0,0,6,42.0,158.0,96.0,12.0,69.0,0.0,386.0,5497.0,30.0,Michigan,http://www.pro-football-reference.com/players/C/CallCh00.htm,70,188
946,1990,5,116,Reggie Thornton,WR,22.0,MIN,1991.0,1993.0,0,0,0,0.0,6.0,0.0,,,,1.0,38.0,0.0,Bowling Green,http://www.pro-football-reference.com/players/T/ThorRe20.htm,70,170
947,1990,5,118,Jeff Campbell,WR,22.0,DET,1990.0,1994.0,0,0,1,6.0,68.0,12.0,2.0,6.0,0.0,37.0,517.0,4.0,Colorado,http://www.pro-football-reference.com/players/C/CampJe00.htm,68,167
948,1990,5,122,Lynn James,WR,25.0,CIN,1990.0,1991.0,0,0,0,1.0,25.0,1.0,1.0,11.0,0.0,10.0,139.0,1.0,Arizona St.,http://www.pro-football-reference.com/players/J/JameLy00.htm,72,191
949,1990,5,132,Charles Wilson,WR,22.0,GNB,1990.0,1995.0,0,0,2,15.0,76.0,21.0,7.0,25.0,0.0,113.0,1750.0,11.0,Memphis,http://www.pro-football-reference.com/players/W/WilsCh00.htm,70,185
950,1990,5,133,Calvin Williams,WR,23.0,PHI,1990.0,1996.0,0,0,6,33.0,100.0,85.0,5.0,29.0,0.0,308.0,3925.0,35.0,Purdue,http://www.pro-football-reference.com/players/W/WillCa00.htm,71,187
951,1990,6,140,Terance Mathis,WR,23.0,NYJ,1990.0,2002.0,0,1,8,65.0,206.0,130.0,14.0,97.0,2.0,689.0,8809.0,63.0,New Mexico,http://www.pro-football-reference.com/players/M/MathTe00.htm,70,177
952,1990,6,142,Tyrone Shavers,WR,22.0,PHO,1991.0,1991.0,0,0,0,0.0,1.0,0.0,,,,,,,Lamar,http://www.pro-football-reference.com/players/S/ShavTy20.htm,75,210
953,1990,6,153,Tony Jones,WR,24.0,HOU,1990.0,1993.0,0,0,0,7.0,43.0,4.0,1.0,-2.0,0.0,63.0,798.0,9.0,Texas,http://www.pro-football-reference.com/players/J/JoneTo00.htm,67,142
955,1990,6,161,Tim Stallworth,WR,24.0,RAM,1990.0,1990.0,0,0,0,0.0,1.0,0.0,,,,,,,Washington St.,http://www.pro-football-reference.com/players/S/StalTi20.htm,70,185
956,1990,7,187,Nate Lewis,WR,23.0,SDG,1990.0,1995.0,0,0,3,19.0,82.0,28.0,12.0,44.0,1.0,130.0,1802.0,13.0,Oregon Tech,http://www.pro-football-reference.com/players/L/LewiNa00.htm,71,198
957,1990,8,194,Willie Green,WR,24.0,DET,1991.0,1998.0,0,0,4,32.0,114.0,53.0,1.0,1.0,0.0,237.0,3720.0,26.0,Mississippi,http://www.pro-football-reference.com/players/G/GreeWi00.htm,76,185
960,1990,9,223,Dale Dawkins,WR,23.0,NYJ,1990.0,1993.0,0,0,0,1.0,36.0,0.0,,,,8.0,106.0,0.0,Miami (FL),http://www.pro-football-reference.com/players/D/DawkDa00.htm,73,190
961,1990,9,232,Darvell Huffman,WR,23.0,IND,1991.0,1991.0,0,0,0,0.0,3.0,0.0,1.0,-8.0,0.0,3.0,14.0,0.0,Boston Univ.,http://www.pro-football-reference.com/players/H/HuffDa20.htm,68,158
962,1990,9,237,Pat Coleman,WR,23.0,HOU,1990.0,1994.0,0,0,0,4.0,52.0,3.0,2.0,3.0,0.0,42.0,575.0,2.0,Mississippi,http://www.pro-football-reference.com/players/C/ColePa00.htm,67,176
964,1990,9,240,Eugene Rowell,WR,22.0,CLE,1990.0,1990.0,0,0,0,0.0,3.0,0.0,,,,,,,Southern Miss,http://www.pro-football-reference.com/players/R/RoweEu20.htm,73,180
965,1990,9,245,Tony Lomack,WR,22.0,RAM,1990.0,1991.0,0,0,0,0.0,4.0,0.0,,,,,,,Florida,http://www.pro-football-reference.com/players/L/LomaTo20.htm,68,180
966,1990,10,249,Pat Newman,WR,21.0,MIN,1991.0,1994.0,0,0,0,1.0,34.0,0.0,,,,14.0,175.0,1.0,Utah St.,http://www.pro-football-reference.com/players/N/NewmPa00.htm,71,189
969,1990,11,281,Terry Anthony,WR,22.0,TAM,1990.0,1991.0,0,0,0,0.0,10.0,0.0,,,,4.0,51.0,0.0,Florida St.,http://www.pro-football-reference.com/players/A/AnthTe21.htm,72,200
971,1990,11,292,Al Edwards,WR,23.0,BUF,1990.0,1992.0,0,0,0,4.0,37.0,7.0,2.0,25.0,0.0,26.0,264.0,1.0,NW State (LA),http://www.pro-football-reference.com/players/E/EdwaAl00.htm,68,171
974,1990,12,313,Robert Claiborne,WR,23.0,DET,1992.0,1993.0,0,0,0,0.0,14.0,0.0,,,,6.0,76.0,0.0,San Diego St.,http://www.pro-football-reference.com/players/C/ClaiRo20.htm,70,175
979,1989,1,16,Hart Lee Dykes,WR,23.0,NWE,1989.0,1990.0,0,0,1,9.0,26.0,16.0,,,,83.0,1344.0,7.0,Oklahoma St.,http://www.pro-football-reference.com/players/D/DykeHa00.htm,76,218
980,1989,1,22,Andre Rison,WR,22.0,IND,1989.0,2000.0,1,5,10,77.0,186.0,156.0,9.0,23.0,0.0,743.0,10205.0,84.0,Michigan St.,http://www.pro-football-reference.com/players/R/RisoAn00.htm,73,188
981,1989,1,27,Shawn Collins,WR,22.0,ATL,1989.0,1993.0,0,0,1,11.0,49.0,25.0,,,,98.0,1433.0,5.0,Northern Arizona,http://www.pro-football-reference.com/players/C/CollSh00.htm,74,207
982,1989,2,30,John Ford,WR,23.0,DET,1989.0,1989.0,0,0,0,1.0,7.0,1.0,,,,5.0,56.0,0.0,Virginia,http://www.pro-football-reference.com/players/F/FordJo20.htm,74,204
983,1989,2,31,Lawyer Tillman,WR,23.0,CLE,1989.0,1995.0,0,0,1,7.0,37.0,10.0,2.0,15.0,0.0,38.0,658.0,3.0,Auburn,http://www.pro-football-reference.com/players/T/TillLa00.htm,77,230
984,1989,2,33,Danny Peebles,WR,23.0,TAM,1989.0,1991.0,0,0,0,2.0,30.0,2.0,2.0,-6.0,0.0,17.0,230.0,1.0,North Carolina St.,http://www.pro-football-reference.com/players/P/PeebDa00.htm,71,180
985,1989,3,60,Naz Worthen,WR,23.0,KAN,1989.0,1990.0,0,0,0,1.0,19.0,1.0,,,,5.0,69.0,0.0,North Carolina St.,http://www.pro-football-reference.com/players/W/WortNa20.htm,68,177
986,1989,3,61,Derek Hill,WR,21.0,PIT,1989.0,1990.0,0,0,2,8.0,32.0,20.0,,,,53.0,846.0,1.0,Arizona,http://www.pro-football-reference.com/players/H/HillDe00.htm,73,193
987,1989,3,82,Don Beebe,WR,24.0,BUF,1989.0,1997.0,0,0,4,33.0,116.0,51.0,4.0,28.0,0.0,219.0,3416.0,23.0,Chadron St.,http://www.pro-football-reference.com/players/B/BeebDo00.htm,71,185
988,1989,4,100,Michael Timpson,WR,22.0,NWE,1989.0,1997.0,0,0,3,29.0,116.0,51.0,9.0,59.0,1.0,300.0,4047.0,12.0,Penn St.,http://www.pro-football-reference.com/players/T/TimpMi00.htm,70,178
989,1989,4,104,Rod Harris,WR,22.0,HOU,1989.0,1991.0,0,0,0,0.0,38.0,0.0,,,,2.0,28.0,0.0,Texas A&M,http://www.pro-football-reference.com/players/H/HarrRo21.htm,70,183
991,1989,4,110,Erik Affholter,WR,23.0,WAS,1991.0,1991.0,0,0,0,1.0,4.0,0.0,,,,7.0,68.0,0.0,USC,http://www.pro-football-reference.com/players/A/AffhEr00.htm,72,187
992,1989,4,112,Michael Barber,WR,22.0,SFO,1989.0,1992.0,0,0,0,4.0,41.0,3.0,1.0,-13.0,0.0,38.0,483.0,2.0,Marshall,http://www.pro-football-reference.com/players/B/BarbMi00.htm,70,172
993,1989,5,116,Vernon Joines,WR,24.0,CLE,1989.0,1990.0,0,0,0,1.0,20.0,0.0,,,,6.0,86.0,0.0,Maryland,http://www.pro-football-reference.com/players/J/JoinVe20.htm,74,200
994,1989,5,124,Jeff Query,WR,22.0,GNB,1989.0,1995.0,0,0,1,15.0,86.0,22.0,6.0,53.0,0.0,141.0,1865.0,11.0,Millikin,http://www.pro-football-reference.com/players/Q/QuerJe00.htm,72,165
995,1989,5,126,Tony Martin,WR,24.0,NYJ,1990.0,2001.0,0,1,6,66.0,177.0,100.0,6.0,-3.0,0.0,593.0,9065.0,56.0,Mesa,http://www.pro-football-reference.com/players/M/MartTo00.htm,72,181
996,1989,5,135,Alfred Jackson,WR,22.0,RAM,1989.0,1996.0,0,0,0,0.0,45.0,5.0,,,,,,,San Diego St.,http://www.pro-football-reference.com/players/J/JackAl22.htm,72,183
997,1989,6,143,Robb Thomas,WR,23.0,KAN,1989.0,1998.0,0,0,3,21.0,136.0,37.0,1.0,-1.0,0.0,174.0,2229.0,11.0,Oregon St.,http://www.pro-football-reference.com/players/T/ThomRo01.htm,71,175
998,1989,6,144,Mark Stock,WR,23.0,PIT,1989.0,1996.0,0,0,0,1.0,25.0,0.0,,,,6.0,98.0,0.0,VMI,http://www.pro-football-reference.com/players/S/StocMa20.htm,71,177
1000,1989,6,153,Titus Dixon,WR,23.0,NYJ,1989.0,1989.0,0,0,0,0.0,4.0,0.0,,,,,,,Troy,http://www.pro-football-reference.com/players/D/DixoTi20.htm,66,152
1001,1989,6,159,Floyd Turner,WR,23.0,NOR,1989.0,1998.0,0,0,3,34.0,114.0,46.0,7.0,17.0,0.0,281.0,3805.0,31.0,NW State (LA),http://www.pro-football-reference.com/players/T/TurnFl00.htm,71,192
1002,1989,7,194,Kendal Smith,WR,23.0,CIN,1989.0,1990.0,0,0,0,1.0,20.0,2.0,,,,17.0,185.0,1.0,Utah St.,http://www.pro-football-reference.com/players/S/SmitKe00.htm,70,189
1003,1989,8,204,Dana Brinson,WR,24.0,SDG,1989.0,1989.0,0,0,0,1.0,10.0,0.0,17.0,64.0,0.0,12.0,71.0,0.0,Nebraska,http://www.pro-football-reference.com/players/B/BrinDa00.htm,69,167
1006,1989,10,253,Jason Phillips,WR,22.0,DET,1989.0,1993.0,0,0,1,5.0,58.0,8.0,,,,49.0,578.0,2.0,Houston,http://www.pro-football-reference.com/players/P/PhilJa00.htm,67,166
1008,1989,10,269,Mike Williams,WR,22.0,RAM,1989.0,1995.0,0,0,0,2.0,59.0,0.0,,,,21.0,292.0,0.0,Northeastern,http://www.pro-football-reference.com/players/W/WillMi00.htm,71,190
1013,1989,12,308,Scott Ankrom,WR,23.0,DAL,1989.0,1989.0,0,0,0,0.0,10.0,0.0,,,,,,,TCU,http://www.pro-football-reference.com/players/A/AnkrSc20.htm,73,194
1019,1988,1,6,Tim Brown HOF,WR,22.0,RAI,1988.0,2004.0,0,9,13,104.0,255.0,202.0,50.0,190.0,1.0,1094.0,14934.0,100.0,Notre Dame,http://www.pro-football-reference.com/players/B/BrowTi00.htm,72,195
1020,1988,1,7,Sterling Sharpe,WR,23.0,GNB,1988.0,1994.0,3,5,7,69.0,112.0,112.0,23.0,72.0,0.0,595.0,8134.0,65.0,South Carolina,http://www.pro-football-reference.com/players/S/SharSt00.htm,72,207
1021,1988,1,11,Michael Irvin HOF,WR,22.0,DAL,1988.0,1999.0,1,5,10,106.0,159.0,147.0,6.0,6.0,0.0,750.0,11904.0,65.0,Miami (FL),http://www.pro-football-reference.com/players/I/IrviMi00.htm,74,207
1022,1988,1,15,Anthony Miller,WR,23.0,SDG,1988.0,1997.0,0,5,10,74.0,155.0,152.0,22.0,131.0,1.0,595.0,9148.0,63.0,Tennessee,http://www.pro-football-reference.com/players/M/MillAn00.htm,71,190
1023,1988,1,20,Aaron Cox,WR,23.0,RAM,1988.0,1993.0,0,0,1,15.0,82.0,28.0,,,,102.0,1732.0,8.0,Arizona St.,http://www.pro-football-reference.com/players/C/CoxxAa00.htm,69,174
1024,1988,1,27,Wendell Davis,WR,22.0,CHI,1988.0,1993.0,0,0,3,27.0,81.0,54.0,5.0,45.0,0.0,207.0,3000.0,14.0,LSU,http://www.pro-football-reference.com/players/D/DaviWe00.htm,71,188
1025,1988,2,46,Flipper Anderson,WR,23.0,RAM,1988.0,1997.0,0,0,6,43.0,114.0,76.0,3.0,23.0,0.0,267.0,5357.0,28.0,UCLA,http://www.pro-football-reference.com/players/A/AndeFl00.htm,72,175
1026,1988,2,49,Brian Blades,WR,23.0,SEA,1988.0,1998.0,0,1,9,59.0,156.0,122.0,21.0,156.0,0.0,581.0,7620.0,34.0,Miami (FL),http://www.pro-football-reference.com/players/B/BladBr00.htm,71,189
1027,1988,2,52,Brett Perriman,WR,22.0,NOR,1988.0,1997.0,0,0,7,60.0,153.0,116.0,27.0,180.0,0.0,525.0,6589.0,30.0,Miami (FL),http://www.pro-football-reference.com/players/P/PerrBr00.htm,69,180
1028,1988,3,58,Ray Roundtree,WR,22.0,DET,1988.0,1988.0,0,0,0,0.0,4.0,0.0,,,,,,,Penn St.,http://www.pro-football-reference.com/players/R/RounRa21.htm,72,180
1029,1988,3,60,Quinn Early,WR,23.0,SDG,1988.0,1999.0,0,0,8,47.0,179.0,123.0,23.0,172.0,0.0,460.0,6448.0,40.0,Iowa,http://www.pro-football-reference.com/players/E/EarlQu00.htm,72,190
1030,1988,3,65,Bernard Ford,WR,22.0,BUF,1989.0,1990.0,0,0,0,1.0,24.0,1.0,,,,17.0,176.0,2.0,Central Florida,http://www.pro-football-reference.com/players/F/FordBe00.htm,69,168
1031,1988,3,75,Tommy Kane,WR,24.0,SEA,1988.0,1992.0,0,0,3,17.0,57.0,37.0,,,,142.0,2034.0,9.0,Syracuse,http://www.pro-football-reference.com/players/K/KaneTo00.htm,71,180
1033,1988,4,97,Sammy Martin,WR,23.0,NWE,1988.0,1991.0,0,0,0,3.0,48.0,1.0,2.0,20.0,0.0,26.0,424.0,1.0,LSU,http://www.pro-football-reference.com/players/M/MartSa00.htm,71,175
1034,1988,6,138,George Thomas,WR,24.0,ATL,1989.0,1992.0,0,0,1,7.0,51.0,10.0,,,,56.0,848.0,3.0,UNLV,http://www.pro-football-reference.com/players/T/ThomGe00.htm,69,169
1035,1988,7,166,Michael Haynes,WR,22.0,ATL,1988.0,1997.0,0,0,8,50.0,147.0,113.0,8.0,78.0,0.0,428.0,6588.0,47.0,Northern Arizona,http://www.pro-football-reference.com/players/H/HaynMi00.htm,72,184
1038,1988,7,179,Ernie Jones,WR,23.0,PHO,1988.0,1993.0,0,0,3,27.0,83.0,38.0,13.0,76.0,0.0,215.0,3630.0,20.0,Indiana,http://www.pro-football-reference.com/players/J/JoneEr00.htm,71,186
1039,1988,7,181,Darryl Usher,WR,23.0,NWE,1989.0,1989.0,0,0,0,0.0,13.0,0.0,,,,1.0,8.0,0.0,Illinois,http://www.pro-football-reference.com/players/U/UsheDa20.htm,68,170
1041,1988,8,199,Mike Alexander,WR,23.0,RAI,1989.0,1991.0,0,0,0,3.0,19.0,1.0,,,,16.0,302.0,1.0,Penn St.,http://www.pro-football-reference.com/players/A/AlexMi00.htm,75,195
1043,1988,8,216,J.J. Birden,WR,23.0,CLE,1990.0,1996.0,0,0,5,31.0,93.0,62.0,,,,244.0,3441.0,17.0,Oregon,http://www.pro-football-reference.com/players/B/BirdJJ00.htm,69,170
1047,1988,10,254,Paco Craig,WR,23.0,DET,1988.0,1988.0,0,0,0,0.0,8.0,0.0,,,,2.0,29.0,0.0,UCLA,http://www.pro-football-reference.com/players/C/CraiPa20.htm,70,173
1048,1988,10,260,Andy Schillinger,WR,23.0,PHO,1988.0,1988.0,0,0,0,0.0,3.0,0.0,,,,,,,Miami (OH),http://www.pro-football-reference.com/players/S/SchiAn20.htm,71,179
1050,1988,11,278,James Milling,WR,23.0,ATL,1988.0,1992.0,0,0,0,1.0,24.0,0.0,,,,26.0,252.0,1.0,Maryland,http://www.pro-football-reference.com/players/M/MillJa00.htm,69,156
